skill,initial_class,phase,profile_validity_precondition,train_design_requires_coverage,train_coverage_evidence,train_coverage_steps,dev30_coverage_evidence,dev30_coverage_steps,train_field_status,dev_gate_field_status,emission_status,gate_min_steps,cell_gate_passed,skill_geometry_phase_gate_passed,skill_intent_progress_passed,intent_progress_fraction,intent_progress_threshold,attribution_label,reason_code,evidence_paths,confidence,next_step_recommendation
lead_intercept,crossing_entry,pre_merge,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.lead_intercept.train_aggregate.state_phase_steps[""crossing_entry:pre_merge""]",41053,"skills.lead_intercept.selected_gate.geometry_phase_coverage[""crossing_entry:pre_merge""]",1092,present_value_gt_0,present_value_gt_0,emitted,2,true,false,false,0.49765258215962443,0.55,mixed_or_inconclusive,,"skills.lead_intercept.train_aggregate.state_phase_steps[""crossing_entry:pre_merge""] | skills.lead_intercept.selected_gate.geometry_phase_coverage[""crossing_entry:pre_merge""] | skills.lead_intercept.selected_gate.checks.geometry_phase_coverage | skills.lead_intercept.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564)",moderate: coverage proven for fixed initial_class x phase (pre_merge); no dynamic-posture claim required,P4 design review: coverage present but no cell-level quality metric; inconclusive under current evidence
lead_intercept,crossing_entry,post_merge,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.lead_intercept.train_aggregate.state_phase_steps[""crossing_entry:post_merge""]",24321,"skills.lead_intercept.selected_gate.geometry_phase_coverage[""crossing_entry:post_merge""]",182,present_value_gt_0,present_value_gt_0,emitted,2,true,false,false,0.49765258215962443,0.55,mixed_or_inconclusive,initial_class_phase_limitation,"skills.lead_intercept.train_aggregate.state_phase_steps[""crossing_entry:post_merge""] | skills.lead_intercept.selected_gate.geometry_phase_coverage[""crossing_entry:post_merge""] | skills.lead_intercept.selected_gate.checks.geometry_phase_coverage | skills.lead_intercept.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564) | initial_class_phase_limitation: dynamic posture not observable (telemetry_or_gate_observability_gap reserved semantics, design §4)","low: coverage proven only for fixed initial_class x phase; dynamic five-state posture in post_merge is UNPROVEN (initial_class_phase_limitation, thesis_shared_skill_geometry.py:451)",P4 design review: coverage present but no cell-level quality metric; inconclusive under current evidence
pursuit_conversion,advantage,pre_merge,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""advantage:pre_merge""]",66882,"skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""advantage:pre_merge""]",1278,present_value_gt_0,present_value_gt_0,emitted,2,true,false,false,0.519300991131977,0.55,mixed_or_inconclusive,,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""advantage:pre_merge""] | skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""advantage:pre_merge""] | skills.pursuit_conversion.selected_gate.checks.geometry_phase_coverage | skills.pursuit_conversion.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564)",moderate: coverage proven for fixed initial_class x phase (pre_merge); no dynamic-posture claim required,P4 design review: coverage present but no cell-level quality metric; inconclusive under current evidence
pursuit_conversion,advantage,post_merge,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""advantage:post_merge""]",absent,"skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""advantage:post_merge""]",0,absent,present_value_0,emitted,2,false,false,false,0.519300991131977,0.55,train_coverage_gap,initial_class_phase_limitation,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""advantage:post_merge""] | skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""advantage:post_merge""] | skills.pursuit_conversion.selected_gate.checks.geometry_phase_coverage | skills.pursuit_conversion.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564) | initial_class_phase_limitation: dynamic posture not observable (telemetry_or_gate_observability_gap reserved semantics, design §4)","low: coverage proven only for fixed initial_class x phase; dynamic five-state posture in post_merge is UNPROVEN (initial_class_phase_limitation, thesis_shared_skill_geometry.py:451)",P4 design review: declared cell has 0 steps in train and dev; revisit training-distribution design (no retraining under this audit)
pursuit_conversion,head_on,pre_merge,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""head_on:pre_merge""]",3603,"skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""head_on:pre_merge""]",198,present_value_gt_0,present_value_gt_0,emitted,2,true,false,false,0.519300991131977,0.55,mixed_or_inconclusive,,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""head_on:pre_merge""] | skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""head_on:pre_merge""] | skills.pursuit_conversion.selected_gate.checks.geometry_phase_coverage | skills.pursuit_conversion.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564)",moderate: coverage proven for fixed initial_class x phase (pre_merge); no dynamic-posture claim required,P4 design review: coverage present but no cell-level quality metric; inconclusive under current evidence
pursuit_conversion,head_on,post_merge,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""head_on:post_merge""]",55705,"skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""head_on:post_merge""]",948,present_value_gt_0,present_value_gt_0,emitted,2,true,false,false,0.519300991131977,0.55,mixed_or_inconclusive,initial_class_phase_limitation,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""head_on:post_merge""] | skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""head_on:post_merge""] | skills.pursuit_conversion.selected_gate.checks.geometry_phase_coverage | skills.pursuit_conversion.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564) | initial_class_phase_limitation: dynamic posture not observable (telemetry_or_gate_observability_gap reserved semantics, design §4)","low: coverage proven only for fixed initial_class x phase; dynamic five-state posture in post_merge is UNPROVEN (initial_class_phase_limitation, thesis_shared_skill_geometry.py:451)",P4 design review: coverage present but no cell-level quality metric; inconclusive under current evidence
pursuit_conversion,neutral,pre_merge,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""neutral:pre_merge""]",66456,"skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""neutral:pre_merge""]",1278,present_value_gt_0,present_value_gt_0,emitted,2,true,false,false,0.519300991131977,0.55,mixed_or_inconclusive,,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""neutral:pre_merge""] | skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""neutral:pre_merge""] | skills.pursuit_conversion.selected_gate.checks.geometry_phase_coverage | skills.pursuit_conversion.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564)",moderate: coverage proven for fixed initial_class x phase (pre_merge); no dynamic-posture claim required,P4 design review: coverage present but no cell-level quality metric; inconclusive under current evidence
pursuit_conversion,neutral,post_merge,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""neutral:post_merge""]",absent,"skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""neutral:post_merge""]",0,absent,present_value_0,emitted,2,false,false,false,0.519300991131977,0.55,train_coverage_gap,initial_class_phase_limitation,"skills.pursuit_conversion.train_aggregate.state_phase_steps[""neutral:post_merge""] | skills.pursuit_conversion.selected_gate.geometry_phase_coverage[""neutral:post_merge""] | skills.pursuit_conversion.selected_gate.checks.geometry_phase_coverage | skills.pursuit_conversion.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564) | initial_class_phase_limitation: dynamic posture not observable (telemetry_or_gate_observability_gap reserved semantics, design §4)","low: coverage proven only for fixed initial_class x phase; dynamic five-state posture in post_merge is UNPROVEN (initial_class_phase_limitation, thesis_shared_skill_geometry.py:451)",P4 design review: declared cell has 0 steps in train and dev; revisit training-distribution design (no retraining under this audit)
reentry_recovery,advantage,post_merge,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.reentry_recovery.train_aggregate.state_phase_steps[""advantage:post_merge""]",absent,"skills.reentry_recovery.selected_gate.geometry_phase_coverage[""advantage:post_merge""]",0,absent,present_value_0,emitted,2,false,false,true,0.581964006259781,0.55,train_coverage_gap,initial_class_phase_limitation,"skills.reentry_recovery.train_aggregate.state_phase_steps[""advantage:post_merge""] | skills.reentry_recovery.selected_gate.geometry_phase_coverage[""advantage:post_merge""] | skills.reentry_recovery.selected_gate.checks.geometry_phase_coverage | skills.reentry_recovery.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564) | initial_class_phase_limitation: dynamic posture not observable (telemetry_or_gate_observability_gap reserved semantics, design §4)","low: coverage proven only for fixed initial_class x phase; dynamic five-state posture in post_merge is UNPROVEN (initial_class_phase_limitation, thesis_shared_skill_geometry.py:451)",P4 design review: declared cell has 0 steps in train and dev; revisit training-distribution design (no retraining under this audit)
reentry_recovery,advantage,re_entry,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.reentry_recovery.train_aggregate.state_phase_steps[""advantage:re_entry""]",absent,"skills.reentry_recovery.selected_gate.geometry_phase_coverage[""advantage:re_entry""]",0,absent,present_value_0,emitted,2,false,false,true,0.581964006259781,0.55,train_coverage_gap,initial_class_phase_limitation,"skills.reentry_recovery.train_aggregate.state_phase_steps[""advantage:re_entry""] | skills.reentry_recovery.selected_gate.geometry_phase_coverage[""advantage:re_entry""] | skills.reentry_recovery.selected_gate.checks.geometry_phase_coverage | skills.reentry_recovery.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564) | initial_class_phase_limitation: dynamic posture not observable (telemetry_or_gate_observability_gap reserved semantics, design §4)","low: coverage proven only for fixed initial_class x phase; dynamic five-state posture in re_entry is UNPROVEN (initial_class_phase_limitation, thesis_shared_skill_geometry.py:451)",P4 design review: declared cell has 0 steps in train and dev; revisit training-distribution design (no retraining under this audit)
reentry_recovery,head_on,post_merge,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.reentry_recovery.train_aggregate.state_phase_steps[""head_on:post_merge""]",40567,"skills.reentry_recovery.selected_gate.geometry_phase_coverage[""head_on:post_merge""]",951,present_value_gt_0,present_value_gt_0,emitted,2,true,false,true,0.581964006259781,0.55,mixed_or_inconclusive,initial_class_phase_limitation,"skills.reentry_recovery.train_aggregate.state_phase_steps[""head_on:post_merge""] | skills.reentry_recovery.selected_gate.geometry_phase_coverage[""head_on:post_merge""] | skills.reentry_recovery.selected_gate.checks.geometry_phase_coverage | skills.reentry_recovery.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564) | initial_class_phase_limitation: dynamic posture not observable (telemetry_or_gate_observability_gap reserved semantics, design §4)","low: coverage proven only for fixed initial_class x phase; dynamic five-state posture in post_merge is UNPROVEN (initial_class_phase_limitation, thesis_shared_skill_geometry.py:451)",P4 design review: coverage present but no cell-level quality metric; inconclusive under current evidence
reentry_recovery,head_on,re_entry,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.reentry_recovery.train_aggregate.state_phase_steps[""head_on:re_entry""]",5721,"skills.reentry_recovery.selected_gate.geometry_phase_coverage[""head_on:re_entry""]",129,present_value_gt_0,present_value_gt_0,emitted,2,true,false,true,0.581964006259781,0.55,mixed_or_inconclusive,initial_class_phase_limitation,"skills.reentry_recovery.train_aggregate.state_phase_steps[""head_on:re_entry""] | skills.reentry_recovery.selected_gate.geometry_phase_coverage[""head_on:re_entry""] | skills.reentry_recovery.selected_gate.checks.geometry_phase_coverage | skills.reentry_recovery.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564) | initial_class_phase_limitation: dynamic posture not observable (telemetry_or_gate_observability_gap reserved semantics, design §4)","low: coverage proven only for fixed initial_class x phase; dynamic five-state posture in re_entry is UNPROVEN (initial_class_phase_limitation, thesis_shared_skill_geometry.py:451)",P4 design review: coverage present but no cell-level quality metric; inconclusive under current evidence
reentry_recovery,neutral,post_merge,profile_conditioning_coverage (every allowed profile present); validity mask per declared_geometry_phase_coverage_must_be_observed,true,"skills.reentry_recovery.train_aggregate.state_phase_steps[""neutral:post_merge""]",absent,"skills.reentry_recovery.selected_gate.geometry_phase_coverage[""neutral:post_merge""]",0,absent,present_value_0,emitted,2,false,false,true,0.581964006259781,0.55,train_coverage_gap,initial_class_phase_limitation,"skills.reentry_recovery.train_aggregate.state_phase_steps[""neutral:post_merge""] | skills.reentry_recovery.selected_gate.geometry_phase_coverage[""neutral:post_merge""] | skills.reentry_recovery.selected_gate.checks.geometry_phase_coverage | skills.reentry_recovery.selected_gate.intent_progress_fraction | registry.geometry_phase_coverage (provenance_unverified substitute for training_plan.json) | gate_min_steps=2 (thesis_shared_skill_geometry.py:544) | intent_progress_threshold=0.55 (thesis_shared_skill_geometry.py:564) | initial_class_phase_limitation: dynamic posture not observable (telemetry_or_gate_observability_gap reserved semantics, design §4)","low: coverage proven only for fixed initial_class x phase; dynamic five-state posture in post_merge is UNPROVEN (initial_class_phase_limitation, thesis_shared_skill_geometry.py:451)",P4 design review: declared cell has 0 steps in train and dev; revisit training-distribution design (no retraining under this audit)
